nL,nR,nB,N,rL,rR,gL,gR,initial_visit,first_visit,after_first_visit,μL,μR,t,act
15.0,46.0,15.0,76.0,7.0,13.0,1.0,0.0,0.0,0.0,1.0,0.47058824,0.29166666,1.0,1
19.0,46.0,15.0,80.0,9.0,13.0,1.0,0.0,0.0,0.0,1.0,0.47619048,0.29166666,2.0,1
21.0,46.0,15.0,82.0,9.0,13.0,1.0,0.0,0.0,0.0,1.0,0.4347826,0.29166666,3.0,1
26.0,46.0,15.0,87.0,11.0,13.0,1.0,0.0,0.0,0.0,1.0,0.42857143,0.29166666,4.0,1
27.0,46.0,15.0,88.0,11.0,13.0,1.0,0.0,0.0,0.0,1.0,0.41379312,0.29166666,5.0,1
28.0,46.0,15.0,89.0,11.0,13.0,1.0,0.0,0.0,0.0,1.0,0.4,0.29166666,6.0,1
33.0,46.0,15.0,94.0,11.0,13.0,1.0,0.0,0.0,0.0,1.0,0.34285715,0.29166666,7.0,1
38.0,46.0,15.0,99.0,15.0,13.0,1.0,0.0,0.0,0.0,1.0,0.4,0.29166666,8.0,1
39.0,46.0,15.0,100.0,16.0,13.0,1.0,0.0,0.0,0.0,1.0,0.41463414,0.29166666,9.0,1
40.0,46.0,15.0,101.0,16.0,13.0,1.0,0.0,0.0,0.0,1.0,0.4047619,0.29166666,10.0,1
40.0,46.0,15.0,101.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.023809524,0.020833334,11.0,4
8.0,12.0,11.0,31.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5714286,0.0,2
8.0,14.0,11.0,33.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.625,1.0,2
8.0,16.0,11.0,35.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6111111,2.0,2
8.0,18.0,11.0,37.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.65,3.0,2
8.0,20.0,11.0,39.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6363636,4.0,2
8.0,22.0,11.0,41.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6666667,5.0,2
8.0,27.0,11.0,46.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.62068963,6.0,2
8.0,32.0,11.0,51.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64705884,7.0,2
8.0,33.0,11.0,52.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.5,0.62857145,8.0,2
8.0,35.0,11.0,54.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5945946,9.0,2
8.0,40.0,11.0,59.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5952381,10.0,2
8.0,41.0,11.0,60.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.60465115,11.0,2
8.0,44.0,11.0,63.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5652174,12.0,2
8.0,47.0,11.0,66.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5510204,13.0,2
8.0,52.0,11.0,71.0,0.0,31.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5925926,14.0,2
8.0,56.0,11.0,75.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6034483,15.0,2
8.0,58.0,11.0,77.0,0.0,35.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,16.0,2
8.0,61.0,11.0,80.0,0.0,37.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6031746,17.0,2
8.0,63.0,11.0,82.0,0.0,38.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,18.0,2
8.0,63.0,11.0,82.0,4.0,38.0,1.0,0.0,0.0,0.0,1.0,0.5,0.6,0.0,1
11.0,63.0,11.0,85.0,4.0,38.0,1.0,0.0,0.0,0.0,1.0,0.3846154,0.6,1.0,1
14.0,63.0,11.0,88.0,7.0,38.0,1.0,0.0,0.0,0.0,1.0,0.5,0.6,2.0,1
17.0,63.0,11.0,91.0,8.0,38.0,1.0,0.0,0.0,0.0,1.0,0.47368422,0.6,3.0,1
21.0,63.0,11.0,95.0,11.0,38.0,1.0,0.0,0.0,0.0,1.0,0.5217391,0.6,4.0,1
23.0,63.0,11.0,97.0,12.0,38.0,1.0,0.0,0.0,0.0,1.0,0.52,0.6,5.0,1
27.0,63.0,11.0,101.0,15.0,38.0,1.0,0.0,0.0,0.0,1.0,0.55172414,0.6,6.0,1
31.0,63.0,11.0,105.0,18.0,38.0,1.0,0.0,0.0,0.0,1.0,0.57575756,0.6,7.0,1
34.0,63.0,11.0,108.0,20.0,38.0,1.0,0.0,0.0,0.0,1.0,0.5833333,0.6,8.0,1
38.0,63.0,11.0,112.0,23.0,38.0,1.0,0.0,0.0,0.0,1.0,0.6,0.6,9.0,1
42.0,63.0,11.0,116.0,26.0,38.0,1.0,0.0,0.0,0.0,1.0,0.6136364,0.6,10.0,1
47.0,63.0,11.0,121.0,28.0,38.0,1.0,0.0,0.0,0.0,1.0,0.59183675,0.6,11.0,1
48.0,63.0,11.0,122.0,28.0,38.0,1.0,0.0,0.0,0.0,1.0,0.58,0.6,12.0,1
50.0,63.0,11.0,124.0,29.0,38.0,1.0,0.0,0.0,0.0,1.0,0.5769231,0.6,13.0,1
51.0,63.0,11.0,125.0,30.0,38.0,1.0,0.0,0.0,0.0,1.0,0.5849057,0.6,14.0,1
51.0,63.0,11.0,125.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.018867925,0.015384615,15.0,3
16.0,9.0,19.0,44.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3888889,0.5,0.0,1
18.0,9.0,19.0,46.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35,0.5,1.0,1
20.0,9.0,19.0,48.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.36363637,0.5,2.0,1
21.0,9.0,19.0,49.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.39130434,0.5,3.0,1
22.0,9.0,19.0,50.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41666666,0.5,4.0,1
26.0,9.0,19.0,54.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.39285713,0.5,5.0,1
31.0,9.0,19.0,59.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3939394,0.5,6.0,1
34.0,9.0,19.0,62.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3888889,0.5,7.0,1
37.0,9.0,19.0,65.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3846154,0.5,8.0,1
41.0,9.0,19.0,69.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37209302,0.5,9.0,1
45.0,9.0,19.0,73.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.34042552,0.5,10.0,1
46.0,9.0,19.0,74.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33333334,0.5,11.0,1
48.0,9.0,19.0,76.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32,0.5,12.0,1
50.0,9.0,19.0,78.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32692307,0.5,13.0,1
51.0,9.0,19.0,79.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3207547,0.5,14.0,1
52.0,9.0,19.0,80.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3148148,0.5,15.0,1
55.0,9.0,19.0,83.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2982456,0.5,16.0,1
59.0,9.0,19.0,87.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3114754,0.5,17.0,1
62.0,9.0,19.0,90.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.296875,0.5,18.0,1
67.0,9.0,19.0,95.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28985506,0.5,19.0,1
72.0,9.0,19.0,100.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2972973,0.5,20.0,1
74.0,9.0,19.0,102.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28947368,0.5,21.0,1
74.0,9.0,19.0,102.0,21.0,3.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.36363637,0.0,2
74.0,10.0,19.0,103.0,21.0,4.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.41666666,1.0,2
74.0,13.0,19.0,106.0,21.0,7.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.53333336,2.0,2
74.0,17.0,19.0,110.0,21.0,8.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.47368422,3.0,2
74.0,20.0,19.0,113.0,21.0,11.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.54545456,4.0,2
74.0,23.0,19.0,116.0,21.0,12.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.52,5.0,2
74.0,24.0,19.0,117.0,21.0,12.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.5,6.0,2
74.0,25.0,19.0,118.0,21.0,13.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.5185185,7.0,2
74.0,26.0,19.0,119.0,21.0,14.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.53571427,8.0,2
74.0,30.0,19.0,123.0,21.0,16.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.53125,9.0,2
74.0,33.0,19.0,126.0,21.0,17.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.51428574,10.0,2
74.0,37.0,19.0,130.0,21.0,19.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.51282054,11.0,2
74.0,38.0,19.0,131.0,21.0,19.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.5,12.0,2
74.0,40.0,19.0,133.0,21.0,20.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.5,13.0,2
74.0,44.0,19.0,137.0,21.0,22.0,0.0,1.0,0.0,0.0,1.0,0.28947368,0.5,14.0,2
74.0,44.0,19.0,137.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.013157895,0.02173913,15.0,3
11.0,8.0,16.0,35.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.84615386,0.5,0.0,1
12.0,8.0,16.0,36.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.78571427,0.5,1.0,1
17.0,8.0,16.0,41.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6315789,0.5,2.0,1
21.0,8.0,16.0,45.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6956522,0.5,3.0,1
26.0,8.0,16.0,50.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.5,4.0,1
29.0,8.0,16.0,53.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7419355,0.5,5.0,1
31.0,8.0,16.0,55.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75757575,0.5,6.0,1
32.0,8.0,16.0,56.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7647059,0.5,7.0,1
36.0,8.0,16.0,60.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7894737,0.5,8.0,1
41.0,8.0,16.0,65.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7906977,0.5,9.0,1
45.0,8.0,16.0,69.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7659575,0.5,10.0,1
49.0,8.0,16.0,73.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7254902,0.5,11.0,1
54.0,8.0,16.0,78.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.73214287,0.5,12.0,1
55.0,8.0,16.0,79.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.71929824,0.5,13.0,1
59.0,8.0,16.0,83.0,43.0,0.0,1.0,0.0,0.0,1.0,0.0,0.72131145,0.5,14.0,1
62.0,8.0,16.0,86.0,45.0,0.0,1.0,0.0,0.0,1.0,0.0,0.71875,0.5,15.0,1
64.0,8.0,16.0,88.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.72727275,0.5,16.0,1
67.0,8.0,16.0,91.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.73913044,0.5,17.0,1
72.0,8.0,16.0,96.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7162162,0.5,18.0,1
75.0,8.0,16.0,99.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,0.71428573,0.5,19.0,1
79.0,8.0,16.0,103.0,57.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7160494,0.5,20.0,1
79.0,8.0,16.0,103.0,57.0,6.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.7,0.0,2
79.0,12.0,16.0,107.0,57.0,10.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.78571427,1.0,2
79.0,17.0,16.0,112.0,57.0,15.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.84210527,2.0,2
79.0,22.0,16.0,117.0,57.0,18.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.7916667,3.0,2
79.0,25.0,16.0,120.0,57.0,21.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.8148148,4.0,2
79.0,30.0,16.0,125.0,57.0,24.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.78125,5.0,2
79.0,33.0,16.0,128.0,57.0,26.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.7714286,6.0,2
79.0,37.0,16.0,132.0,57.0,30.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.7948718,7.0,2
79.0,42.0,16.0,137.0,57.0,34.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.79545456,8.0,2
79.0,42.0,16.0,137.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.012345679,0.022727273,9.0,4
6.0,14.0,13.0,33.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9375,0.0,2
6.0,15.0,13.0,34.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9411765,1.0,2
6.0,20.0,13.0,39.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.5,0.90909094,2.0,2
6.0,23.0,13.0,42.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.92,3.0,2
6.0,24.0,13.0,43.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9230769,4.0,2
6.0,26.0,13.0,45.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9285714,5.0,2
6.0,31.0,13.0,50.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.5,0.93939394,6.0,2
6.0,35.0,13.0,54.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9459459,7.0,2
6.0,40.0,13.0,59.0,0.0,38.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9285714,8.0,2
6.0,42.0,13.0,61.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9318182,9.0,2
6.0,44.0,13.0,63.0,0.0,41.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9130435,10.0,2
6.0,48.0,13.0,67.0,0.0,45.0,0.0,1.0,0.0,1.0,0.0,0.5,0.92,11.0,2
6.0,50.0,13.0,69.0,0.0,47.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9230769,12.0,2
6.0,52.0,13.0,71.0,0.0,49.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9259259,13.0,2
6.0,54.0,13.0,73.0,0.0,50.0,0.0,1.0,0.0,1.0,0.0,0.5,0.91071427,14.0,2
6.0,56.0,13.0,75.0,0.0,52.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9137931,15.0,2
6.0,60.0,13.0,79.0,0.0,56.0,0.0,1.0,0.0,1.0,0.0,0.5,0.91935486,16.0,2
6.0,64.0,13.0,83.0,0.0,59.0,0.0,1.0,0.0,1.0,0.0,0.5,0.90909094,17.0,2
6.0,68.0,13.0,87.0,0.0,62.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9,18.0,2
6.0,69.0,13.0,88.0,0.0,63.0,0.0,1.0,0.0,1.0,0.0,0.5,0.90140843,19.0,2
6.0,70.0,13.0,89.0,0.0,64.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9027778,20.0,2
6.0,73.0,13.0,92.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,0.5,0.9066667,21.0,2
6.0,75.0,13.0,94.0,0.0,69.0,0.0,1.0,0.0,1.0,0.0,0.5,0.90909094,22.0,2
6.0,75.0,13.0,94.0,5.0,69.0,1.0,0.0,0.0,0.0,1.0,0.75,0.90909094,0.0,1
9.0,75.0,13.0,97.0,8.0,69.0,1.0,0.0,0.0,0.0,1.0,0.8181818,0.90909094,1.0,1
13.0,75.0,13.0,101.0,11.0,69.0,1.0,0.0,0.0,0.0,1.0,0.8,0.90909094,2.0,1
14.0,75.0,13.0,102.0,12.0,69.0,1.0,0.0,0.0,0.0,1.0,0.8125,0.90909094,3.0,1
19.0,75.0,13.0,107.0,15.0,69.0,1.0,0.0,0.0,0.0,1.0,0.7619048,0.90909094,4.0,1
23.0,75.0,13.0,111.0,19.0,69.0,1.0,0.0,0.0,0.0,1.0,0.8,0.90909094,5.0,1
24.0,75.0,13.0,112.0,20.0,69.0,1.0,0.0,0.0,0.0,1.0,0.8076923,0.90909094,6.0,1
29.0,75.0,13.0,117.0,25.0,69.0,1.0,0.0,0.0,0.0,1.0,0.83870965,0.90909094,7.0,1
33.0,75.0,13.0,121.0,28.0,69.0,1.0,0.0,0.0,0.0,1.0,0.82857144,0.90909094,8.0,1
35.0,75.0,13.0,123.0,30.0,69.0,1.0,0.0,0.0,0.0,1.0,0.8378378,0.90909094,9.0,1
35.0,75.0,13.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.027027028,0.012987013,10.0,3
7.0,15.0,14.0,36.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7647059,0.0,2
7.0,17.0,14.0,38.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7894737,1.0,2
7.0,18.0,14.0,39.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.75,2.0,2
7.0,19.0,14.0,40.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.71428573,3.0,2
7.0,21.0,14.0,42.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6956522,4.0,2
7.0,26.0,14.0,47.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.75,5.0,2
7.0,31.0,14.0,52.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7878788,6.0,2
7.0,33.0,14.0,54.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8,7.0,2
7.0,38.0,14.0,59.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.5,0.775,8.0,2
7.0,41.0,14.0,62.0,0.0,33.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7906977,9.0,2
7.0,46.0,14.0,67.0,0.0,38.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8125,10.0,2
7.0,49.0,14.0,70.0,0.0,41.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8235294,11.0,2
7.0,54.0,14.0,75.0,0.0,46.0,0.0,1.0,0.0,1.0,0.0,0.5,0.83928573,12.0,2
7.0,59.0,14.0,80.0,0.0,51.0,0.0,1.0,0.0,1.0,0.0,0.5,0.852459,13.0,2
7.0,62.0,14.0,83.0,0.0,53.0,0.0,1.0,0.0,1.0,0.0,0.5,0.84375,14.0,2
7.0,67.0,14.0,88.0,0.0,55.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8115942,15.0,2
7.0,72.0,14.0,93.0,0.0,60.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8243243,16.0,2
7.0,73.0,14.0,94.0,0.0,61.0,0.0,1.0,0.0,1.0,0.0,0.5,0.82666665,17.0,2
7.0,75.0,14.0,96.0,0.0,63.0,0.0,1.0,0.0,1.0,0.0,0.5,0.83116883,18.0,2
7.0,75.0,14.0,96.0,4.0,63.0,1.0,0.0,0.0,0.0,1.0,0.5555556,0.83116883,0.0,1
8.0,75.0,14.0,97.0,5.0,63.0,1.0,0.0,0.0,0.0,1.0,0.6,0.83116883,1.0,1
9.0,75.0,14.0,98.0,6.0,63.0,1.0,0.0,0.0,0.0,1.0,0.6363636,0.83116883,2.0,1
12.0,75.0,14.0,101.0,8.0,63.0,1.0,0.0,0.0,0.0,1.0,0.64285713,0.83116883,3.0,1
15.0,75.0,14.0,104.0,10.0,63.0,1.0,0.0,0.0,0.0,1.0,0.64705884,0.83116883,4.0,1
18.0,75.0,14.0,107.0,11.0,63.0,1.0,0.0,0.0,0.0,1.0,0.6,0.83116883,5.0,1
23.0,75.0,14.0,112.0,15.0,63.0,1.0,0.0,0.0,0.0,1.0,0.64,0.83116883,6.0,1
24.0,75.0,14.0,113.0,16.0,63.0,1.0,0.0,0.0,0.0,1.0,0.65384614,0.83116883,7.0,1
26.0,75.0,14.0,115.0,17.0,63.0,1.0,0.0,0.0,0.0,1.0,0.64285713,0.83116883,8.0,1
30.0,75.0,14.0,119.0,19.0,63.0,1.0,0.0,0.0,0.0,1.0,0.625,0.83116883,9.0,1
34.0,75.0,14.0,123.0,22.0,63.0,1.0,0.0,0.0,0.0,1.0,0.6388889,0.83116883,10.0,1
34.0,75.0,14.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.027777778,0.012987013,11.0,3
11.0,14.0,7.0,32.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.375,0.0,2
11.0,18.0,7.0,36.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.5,0.35,1.0,2
11.0,20.0,7.0,38.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.5,0.36363637,2.0,2
11.0,22.0,7.0,40.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,3.0,2
11.0,27.0,7.0,45.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3448276,4.0,2
11.0,29.0,7.0,47.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3548387,5.0,2
11.0,31.0,7.0,49.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,6.0,2
11.0,34.0,7.0,52.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3611111,7.0,2
11.0,39.0,7.0,57.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.34146342,8.0,2
11.0,43.0,7.0,61.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.31111112,9.0,2
11.0,46.0,7.0,64.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3125,10.0,2
11.0,50.0,7.0,68.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.30769232,11.0,2
11.0,50.0,7.0,68.0,3.0,15.0,1.0,0.0,0.0,0.0,1.0,0.30769232,0.30769232,0.0,1
13.0,50.0,7.0,70.0,3.0,15.0,1.0,0.0,0.0,0.0,1.0,0.26666668,0.30769232,1.0,1
14.0,50.0,7.0,71.0,4.0,15.0,1.0,0.0,0.0,0.0,1.0,0.3125,0.30769232,2.0,1
18.0,50.0,7.0,75.0,5.0,15.0,1.0,0.0,0.0,0.0,1.0,0.3,0.30769232,3.0,1
22.0,50.0,7.0,79.0,5.0,15.0,1.0,0.0,0.0,0.0,1.0,0.25,0.30769232,4.0,1
25.0,50.0,7.0,82.0,5.0,15.0,1.0,0.0,0.0,0.0,1.0,0.22222222,0.30769232,5.0,1
29.0,50.0,7.0,86.0,7.0,15.0,1.0,0.0,0.0,0.0,1.0,0.2580645,0.30769232,6.0,1
34.0,50.0,7.0,91.0,9.0,15.0,1.0,0.0,0.0,0.0,1.0,0.2777778,0.30769232,7.0,1
36.0,50.0,7.0,93.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.28947368,0.30769232,8.0,1
36.0,50.0,7.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02631579,0.01923077,9.0,3
13.0,8.0,15.0,36.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.5,0.0,1
14.0,8.0,15.0,37.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.375,0.5,1.0,1
17.0,8.0,15.0,40.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.36842105,0.5,2.0,1
22.0,8.0,15.0,45.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41666666,0.5,3.0,1
26.0,8.0,15.0,49.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35714287,0.5,4.0,1
28.0,8.0,15.0,51.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33333334,0.5,5.0,1
29.0,8.0,15.0,52.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32258064,0.5,6.0,1
31.0,8.0,15.0,54.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3030303,0.5,7.0,1
35.0,8.0,15.0,58.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2972973,0.5,8.0,1
38.0,8.0,15.0,61.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.275,0.5,9.0,1
42.0,8.0,15.0,65.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27272728,0.5,10.0,1
44.0,8.0,15.0,67.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.26086956,0.5,11.0,1
48.0,8.0,15.0,71.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.26,0.5,12.0,1
49.0,8.0,15.0,72.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27450982,0.5,13.0,1
51.0,8.0,15.0,74.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28301886,0.5,14.0,1
55.0,8.0,15.0,78.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2631579,0.5,15.0,1
57.0,8.0,15.0,80.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2542373,0.5,16.0,1
62.0,8.0,15.0,85.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.265625,0.5,17.0,1
66.0,8.0,15.0,89.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2647059,0.5,18.0,1
66.0,8.0,15.0,89.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2647059,0.1,0.0,2
66.0,12.0,15.0,93.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2647059,0.071428575,1.0,2
66.0,15.0,15.0,96.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2647059,0.05882353,2.0,2
66.0,19.0,15.0,100.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2647059,0.04761905,3.0,2
66.0,22.0,15.0,103.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2647059,0.041666668,4.0,2
66.0,24.0,15.0,105.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2647059,0.03846154,5.0,2
66.0,24.0,15.0,105.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.014705882,0.03846154,6.0,4
16.0,12.0,11.0,39.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44444445,0.5,0.0,1
21.0,12.0,11.0,44.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3478261,0.5,1.0,1
23.0,12.0,11.0,46.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32,0.5,2.0,1
