nL,nR,nB,N,rL,rR,gL,gR,initial_visit,first_visit,after_first_visit,μL,μR,t,act
29.0,29.0,8.0,66.0,24.0,26.0,0.0,1.0,0.0,0.0,1.0,0.8064516,0.87096775,7.0,2
29.0,29.0,8.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032258064,0.032258064,8.0,3
12.0,10.0,5.0,27.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42857143,0.5,0.0,1
17.0,10.0,5.0,32.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42105263,0.5,1.0,1
22.0,10.0,5.0,37.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45833334,0.5,2.0,1
24.0,10.0,5.0,39.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42307693,0.5,3.0,1
29.0,10.0,5.0,44.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41935483,0.5,4.0,1
30.0,10.0,5.0,45.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4375,0.5,5.0,1
31.0,10.0,5.0,46.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45454547,0.5,6.0,1
32.0,10.0,5.0,47.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44117647,0.5,7.0,1
32.0,10.0,5.0,47.0,14.0,6.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.5833333,0.0,2
32.0,14.0,5.0,51.0,14.0,10.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.6875,1.0,2
32.0,16.0,5.0,53.0,14.0,12.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.7222222,2.0,2
32.0,19.0,5.0,56.0,14.0,14.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.71428573,3.0,2
32.0,23.0,5.0,60.0,14.0,16.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.68,4.0,2
32.0,24.0,5.0,61.0,14.0,17.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.6923077,5.0,2
32.0,26.0,5.0,63.0,14.0,19.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.71428573,6.0,2
32.0,29.0,5.0,66.0,14.0,20.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.67741936,7.0,2
32.0,34.0,5.0,71.0,14.0,23.0,0.0,1.0,0.0,0.0,1.0,0.44117647,0.6666667,8.0,2
32.0,34.0,5.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.029411765,0.027777778,9.0,3
17.0,14.0,7.0,38.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5263158,0.5,0.0,1
18.0,14.0,7.0,39.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1
22.0,14.0,7.0,43.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45833334,0.5,2.0,1
26.0,14.0,7.0,47.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,3.0,1
27.0,14.0,7.0,48.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4827586,0.5,4.0,1
32.0,14.0,7.0,53.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,5.0,1
35.0,14.0,7.0,56.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4864865,0.5,6.0,1
37.0,14.0,7.0,58.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46153846,0.5,7.0,1
38.0,14.0,7.0,59.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45,0.5,8.0,1
38.0,14.0,7.0,59.0,17.0,5.0,0.0,1.0,0.0,0.0,1.0,0.45,0.375,0.0,2
38.0,15.0,7.0,60.0,17.0,5.0,0.0,1.0,0.0,0.0,1.0,0.45,0.3529412,1.0,2
38.0,20.0,7.0,65.0,17.0,7.0,0.0,1.0,0.0,0.0,1.0,0.45,0.36363637,2.0,2
38.0,24.0,7.0,69.0,17.0,10.0,0.0,1.0,0.0,0.0,1.0,0.45,0.42307693,3.0,2
38.0,29.0,7.0,74.0,17.0,11.0,0.0,1.0,0.0,0.0,1.0,0.45,0.38709676,4.0,2
38.0,34.0,7.0,79.0,17.0,13.0,0.0,1.0,0.0,0.0,1.0,0.45,0.3888889,5.0,2
38.0,38.0,7.0,83.0,17.0,15.0,0.0,1.0,0.0,0.0,1.0,0.45,0.4,6.0,2
38.0,42.0,7.0,87.0,17.0,17.0,0.0,1.0,0.0,0.0,1.0,0.45,0.4090909,7.0,2
38.0,46.0,7.0,91.0,17.0,17.0,0.0,1.0,0.0,0.0,1.0,0.45,0.375,8.0,2
38.0,51.0,7.0,96.0,17.0,18.0,0.0,1.0,0.0,0.0,1.0,0.45,0.35849056,9.0,2
38.0,53.0,7.0,98.0,17.0,19.0,0.0,1.0,0.0,0.0,1.0,0.45,0.36363637,10.0,2
38.0,54.0,7.0,99.0,17.0,19.0,0.0,1.0,0.0,0.0,1.0,0.45,0.35714287,11.0,2
38.0,55.0,7.0,100.0,17.0,20.0,0.0,1.0,0.0,0.0,1.0,0.45,0.36842105,12.0,2
38.0,56.0,7.0,101.0,17.0,20.0,0.0,1.0,0.0,0.0,1.0,0.45,0.36206895,13.0,2
38.0,56.0,7.0,101.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.025,0.01724138,14.0,4
7.0,17.0,11.0,35.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.5,0.36842105,0.0,2
7.0,22.0,11.0,40.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.5,0.375,1.0,2
7.0,26.0,11.0,44.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.39285713,2.0,2
7.0,27.0,11.0,45.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.37931034,3.0,2
7.0,31.0,11.0,49.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3939394,4.0,2
7.0,34.0,11.0,52.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.41666666,5.0,2
7.0,38.0,11.0,56.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.45,6.0,2
7.0,40.0,11.0,58.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.5,0.45238096,7.0,2
7.0,45.0,11.0,63.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.5,0.42553192,8.0,2
7.0,50.0,11.0,68.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.40384614,9.0,2
7.0,51.0,11.0,69.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.5,0.41509435,10.0,2
7.0,51.0,11.0,69.0,2.0,21.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.41509435,0.0,1
10.0,51.0,11.0,72.0,2.0,21.0,1.0,0.0,0.0,0.0,1.0,0.25,0.41509435,1.0,1
14.0,51.0,11.0,76.0,2.0,21.0,1.0,0.0,0.0,0.0,1.0,0.1875,0.41509435,2.0,1
16.0,51.0,11.0,78.0,3.0,21.0,1.0,0.0,0.0,0.0,1.0,0.22222222,0.41509435,3.0,1
19.0,51.0,11.0,81.0,3.0,21.0,1.0,0.0,0.0,0.0,1.0,0.1904762,0.41509435,4.0,1
20.0,51.0,11.0,82.0,4.0,21.0,1.0,0.0,0.0,0.0,1.0,0.22727273,0.41509435,5.0,1
22.0,51.0,11.0,84.0,4.0,21.0,1.0,0.0,0.0,0.0,1.0,0.20833333,0.41509435,6.0,1
23.0,51.0,11.0,85.0,4.0,21.0,1.0,0.0,0.0,0.0,1.0,0.2,0.41509435,7.0,1
24.0,51.0,11.0,86.0,5.0,21.0,1.0,0.0,0.0,0.0,1.0,0.23076923,0.41509435,8.0,1
24.0,51.0,11.0,86.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03846154,0.018867925,9.0,3
13.0,16.0,9.0,38.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6111111,0.0,2
13.0,17.0,9.0,39.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6315789,1.0,2
13.0,21.0,9.0,43.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6086956,2.0,2
13.0,26.0,9.0,48.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64285713,3.0,2
13.0,30.0,9.0,52.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.5,0.625,4.0,2
13.0,31.0,9.0,53.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6363636,5.0,2
13.0,36.0,9.0,58.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6315789,6.0,2
13.0,38.0,9.0,60.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,7.0,2
13.0,38.0,9.0,60.0,6.0,23.0,1.0,0.0,0.0,0.0,1.0,0.46666667,0.6,0.0,1
14.0,38.0,9.0,61.0,7.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5,0.6,1.0,1
16.0,38.0,9.0,63.0,9.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5555556,0.6,2.0,1
21.0,38.0,9.0,68.0,12.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5652174,0.6,3.0,1
22.0,38.0,9.0,69.0,12.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5416667,0.6,4.0,1
24.0,38.0,9.0,71.0,13.0,23.0,1.0,0.0,0.0,0.0,1.0,0.53846157,0.6,5.0,1
25.0,38.0,9.0,72.0,13.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5185185,0.6,6.0,1
28.0,38.0,9.0,75.0,15.0,23.0,1.0,0.0,0.0,0.0,1.0,0.53333336,0.6,7.0,1
30.0,38.0,9.0,77.0,16.0,23.0,1.0,0.0,0.0,0.0,1.0,0.53125,0.6,8.0,1
34.0,38.0,9.0,81.0,19.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5555556,0.6,9.0,1
35.0,38.0,9.0,82.0,19.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5405405,0.6,10.0,1
36.0,38.0,9.0,83.0,19.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5263158,0.6,11.0,1
37.0,38.0,9.0,84.0,19.0,23.0,1.0,0.0,0.0,0.0,1.0,0.51282054,0.6,12.0,1
37.0,38.0,9.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.025641026,0.025,13.0,4
12.0,10.0,13.0,35.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.78571427,0.5,0.0,1
17.0,10.0,13.0,40.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.84210527,0.5,1.0,1
21.0,10.0,13.0,44.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.82608694,0.5,2.0,1
22.0,10.0,13.0,45.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8333333,0.5,3.0,1
27.0,10.0,13.0,50.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.79310346,0.5,4.0,1
30.0,10.0,13.0,53.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8125,0.5,5.0,1
35.0,10.0,13.0,58.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8378378,0.5,6.0,1
38.0,10.0,13.0,61.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.85,0.5,7.0,1
41.0,10.0,13.0,64.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8372093,0.5,8.0,1
45.0,10.0,13.0,68.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,0.85106385,0.5,9.0,1
45.0,10.0,13.0,68.0,39.0,8.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.75,0.0,2
45.0,15.0,13.0,73.0,39.0,12.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.7647059,1.0,2
45.0,18.0,13.0,76.0,39.0,14.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.75,2.0,2
45.0,21.0,13.0,79.0,39.0,17.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.7826087,3.0,2
45.0,24.0,13.0,82.0,39.0,20.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.8076923,4.0,2
45.0,28.0,13.0,86.0,39.0,24.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.8333333,5.0,2
45.0,31.0,13.0,89.0,39.0,26.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.8181818,6.0,2
45.0,33.0,13.0,91.0,39.0,28.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.82857144,7.0,2
45.0,38.0,13.0,96.0,39.0,32.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.825,8.0,2
45.0,39.0,13.0,97.0,39.0,33.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.8292683,9.0,2
45.0,43.0,13.0,101.0,39.0,35.0,0.0,1.0,0.0,0.0,1.0,0.85106385,0.8,10.0,2
45.0,43.0,13.0,101.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.021276595,0.022222223,11.0,3
16.0,12.0,8.0,36.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44444445,0.5,0.0,1
18.0,12.0,8.0,38.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.5,1.0,1
21.0,12.0,8.0,41.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.39130434,0.5,2.0,1
25.0,12.0,8.0,45.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44444445,0.5,3.0,1
27.0,12.0,8.0,47.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41379312,0.5,4.0,1
29.0,12.0,8.0,49.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41935483,0.5,5.0,1
30.0,12.0,8.0,50.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.40625,0.5,6.0,1
32.0,12.0,8.0,52.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44117647,0.5,7.0,1
35.0,12.0,8.0,55.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43243244,0.5,8.0,1
35.0,12.0,8.0,55.0,15.0,5.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.42857143,0.0,2
35.0,17.0,8.0,60.0,15.0,6.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.36842105,1.0,2
35.0,20.0,8.0,63.0,15.0,7.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.36363637,2.0,2
35.0,21.0,8.0,64.0,15.0,8.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.39130434,3.0,2
35.0,25.0,8.0,68.0,15.0,8.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.33333334,4.0,2
35.0,28.0,8.0,71.0,15.0,9.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.33333334,5.0,2
35.0,30.0,8.0,73.0,15.0,11.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.375,6.0,2
35.0,33.0,8.0,76.0,15.0,12.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.37142858,7.0,2
35.0,35.0,8.0,78.0,15.0,14.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.4054054,8.0,2
35.0,38.0,8.0,81.0,15.0,15.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.4,9.0,2
35.0,41.0,8.0,84.0,15.0,16.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.39534885,10.0,2
35.0,45.0,8.0,88.0,15.0,17.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.38297874,11.0,2
35.0,48.0,8.0,91.0,15.0,18.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.38,12.0,2
35.0,48.0,8.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.027027028,0.02,13.0,3
17.0,18.0,10.0,45.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21052632,0.5,0.0,1
21.0,18.0,10.0,49.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2173913,0.5,1.0,1
23.0,18.0,10.0,51.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.5,2.0,1
25.0,18.0,10.0,53.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18518518,0.5,3.0,1
30.0,18.0,10.0,58.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15625,0.5,4.0,1
31.0,18.0,10.0,59.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15151516,0.5,5.0,1
36.0,18.0,10.0,64.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15789473,0.5,6.0,1
37.0,18.0,10.0,65.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17948718,0.5,7.0,1
37.0,18.0,10.0,65.0,6.0,9.0,0.0,1.0,0.0,0.0,1.0,0.17948718,0.5,0.0,2
37.0,21.0,10.0,68.0,6.0,9.0,0.0,1.0,0.0,0.0,1.0,0.17948718,0.4347826,1.0,2
37.0,24.0,10.0,71.0,6.0,11.0,0.0,1.0,0.0,0.0,1.0,0.17948718,0.46153846,2.0,2
37.0,25.0,10.0,72.0,6.0,11.0,0.0,1.0,0.0,0.0,1.0,0.17948718,0.44444445,3.0,2
37.0,30.0,10.0,77.0,6.0,13.0,0.0,1.0,0.0,0.0,1.0,0.17948718,0.4375,4.0,2
37.0,31.0,10.0,78.0,6.0,14.0,0.0,1.0,0.0,0.0,1.0,0.17948718,0.45454547,5.0,2
37.0,33.0,10.0,80.0,6.0,15.0,0.0,1.0,0.0,0.0,1.0,0.17948718,0.45714286,6.0,2
37.0,33.0,10.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.025641026,0.028571429,7.0,3
14.0,15.0,9.0,38.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23529412,0.0,2
14.0,16.0,9.0,39.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.22222222,1.0,2
14.0,18.0,9.0,41.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2,2.0,2
14.0,23.0,9.0,46.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.5,0.28,3.0,2
14.0,26.0,9.0,49.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2857143,4.0,2
14.0,30.0,9.0,53.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.34375,5.0,2
14.0,34.0,9.0,57.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,6.0,2
14.0,37.0,9.0,60.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.30769232,7.0,2
14.0,38.0,9.0,61.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3,8.0,2
14.0,39.0,9.0,62.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.31707317,9.0,2
14.0,40.0,9.0,63.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,10.0,2
14.0,40.0,9.0,63.0,6.0,13.0,1.0,0.0,0.0,0.0,1.0,0.4375,0.33333334,0.0,1
17.0,40.0,9.0,66.0,6.0,13.0,1.0,0.0,0.0,0.0,1.0,0.36842105,0.33333334,1.0,1
18.0,40.0,9.0,67.0,6.0,13.0,1.0,0.0,0.0,0.0,1.0,0.35,0.33333334,2.0,1
20.0,40.0,9.0,69.0,7.0,13.0,1.0,0.0,0.0,0.0,1.0,0.36363637,0.33333334,3.0,1
23.0,40.0,9.0,72.0,7.0,13.0,1.0,0.0,0.0,0.0,1.0,0.32,0.33333334,4.0,1
28.0,40.0,9.0,77.0,8.0,13.0,1.0,0.0,0.0,0.0,1.0,0.3,0.33333334,5.0,1
32.0,40.0,9.0,81.0,9.0,13.0,1.0,0.0,0.0,0.0,1.0,0.29411766,0.33333334,6.0,1
37.0,40.0,9.0,86.0,12.0,13.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.33333334,7.0,1
39.0,40.0,9.0,88.0,12.0,13.0,1.0,0.0,0.0,0.0,1.0,0.31707317,0.33333334,8.0,1
42.0,40.0,9.0,91.0,12.0,13.0,1.0,0.0,0.0,0.0,1.0,0.29545453,0.33333334,9.0,1
43.0,40.0,9.0,92.0,12.0,13.0,1.0,0.0,0.0,0.0,1.0,0.2888889,0.33333334,10.0,1
43.0,40.0,9.0,92.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.022222223,0.023809524,11.0,4
15.0,13.0,12.0,40.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5294118,0.5,0.0,1
16.0,13.0,12.0,41.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5555556,0.5,1.0,1
20.0,13.0,12.0,45.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.54545456,0.5,2.0,1
22.0,13.0,12.0,47.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5416667,0.5,3.0,1
26.0,13.0,12.0,51.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.60714287,0.5,4.0,1
29.0,13.0,12.0,54.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6451613,0.5,5.0,1
33.0,13.0,12.0,58.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6571429,0.5,6.0,1
33.0,13.0,12.0,58.0,22.0,8.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.6,0.0,2
33.0,14.0,12.0,59.0,22.0,8.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.5625,1.0,2
33.0,19.0,12.0,64.0,22.0,12.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.61904764,2.0,2
33.0,23.0,12.0,68.0,22.0,15.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.64,3.0,2
33.0,25.0,12.0,70.0,22.0,17.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.6666667,4.0,2
33.0,30.0,12.0,75.0,22.0,19.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.625,5.0,2
33.0,33.0,12.0,78.0,22.0,21.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.62857145,6.0,2
33.0,36.0,12.0,81.0,22.0,22.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.6052632,7.0,2
33.0,38.0,12.0,83.0,22.0,22.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.575,8.0,2
33.0,41.0,12.0,86.0,22.0,25.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.60465115,9.0,2
33.0,46.0,12.0,91.0,22.0,27.0,0.0,1.0,0.0,0.0,1.0,0.6571429,0.5833333,10.0,2
33.0,46.0,12.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.028571429,0.020833334,11.0,3
16.0,14.0,11.0,41.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.25,0.0,2
16.0,19.0,11.0,46.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2857143,1.0,2
16.0,24.0,11.0,51.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23076923,2.0,2
16.0,26.0,11.0,53.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.21428572,3.0,2
16.0,29.0,11.0,56.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.19354838,4.0,2
16.0,30.0,11.0,57.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.1875,5.0,2
16.0,35.0,11.0,62.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.5,0.1891892,6.0,2
16.0,35.0,11.0,62.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.3888889,0.1891892,0.0,1
17.0,35.0,11.0,63.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.42105263,0.1891892,1.0,1
18.0,35.0,11.0,64.0,8.0,6.0,1.0,0.0,0.0,0.0,1.0,0.45,0.1891892,2.0,1
20.0,35.0,11.0,66.0,10.0,6.0,1.0,0.0,0.0,0.0,1.0,0.5,0.1891892,3.0,1
21.0,35.0,11.0,67.0,10.0,6.0,1.0,0.0,0.0,0.0,1.0,0.47826087,0.1891892,4.0,1
25.0,35.0,11.0,71.0,12.0,6.0,1.0,0.0,0.0,0.0,1.0,0.4814815,0.1891892,5.0,1
27.0,35.0,11.0,73.0,12.0,6.0,1.0,0.0,0.0,0.0,1.0,0.44827586,0.1891892,6.0,1
27.0,35.0,11.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03448276,0.027027028,7.0,4
16.0,18.0,15.0,49.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8333333,0.5,0.0,1
18.0,18.0,15.0,51.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.85,0.5,1.0,1
21.0,18.0,15.0,54.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8695652,0.5,2.0,1
23.0,18.0,15.0,56.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.88,0.5,3.0,1
28.0,18.0,15.0,61.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8666667,0.5,4.0,1
31.0,18.0,15.0,64.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8787879,0.5,5.0,1
36.0,18.0,15.0,69.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8684211,0.5,6.0,1
37.0,18.0,15.0,70.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8717949,0.5,7.0,1
37.0,18.0,15.0,70.0,33.0,13.0,0.0,1.0,0.0,0.0,1.0,0.8717949,0.7,0.0,2
37.0,19.0,15.0,71.0,33.0,13.0,0.0,1.0,0.0,0.0,1.0,0.8717949,0.6666667,1.0,2
37.0,24.0,15.0,76.0,33.0,18.0,0.0,1.0,0.0,0.0,1.0,0.8717949,0.7307692,2.0,2
37.0,25.0,15.0,77.0,33.0,19.0,0.0,1.0,0.0,0.0,1.0,0.8717949,0.7407407,3.0,2
37.0,30.0,15.0,82.0,33.0,22.0,0.0,1.0,0.0,0.0,1.0,0.8717949,0.71875,4.0,2
37.0,34.0,15.0,86.0,33.0,26.0,0.0,1.0,0.0,0.0,1.0,0.8717949,0.75,5.0,2
37.0,36.0,15.0,88.0,33.0,28.0,0.0,1.0,0.0,0.0,1.0,0.8717949,0.7631579,6.0,2
37.0,40.0,15.0,92.0,33.0,29.0,0.0,1.0,0.0,0.0,1.0,0.8717949,0.71428573,7.0,2
37.0,40.0,15.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.025641026,0.023809524,8.0,4
10.0,17.0,10.0,37.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41666666,0.5,0.0,1
14.0,17.0,10.0,41.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.375,0.5,1.0,1
15.0,17.0,10.0,42.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3529412,0.5,2.0,1
17.0,17.0,10.0,44.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.31578946,0.5,3.0,1
21.0,17.0,10.0,48.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3478261,0.5,4.0,1
26.0,17.0,10.0,53.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32142857,0.5,5.0,1
27.0,17.0,10.0,54.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3448276,0.5,6.0,1
31.0,17.0,10.0,58.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.36363637,0.5,7.0,1
